# June 27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog							Kompletní seznam změn
d11_staffalert_hint_MONEY01          Věznici docházejí peníze, mohu navrhnout, abychom přijali více vězňů a zvýšili tak náš denní příjem nebo splnili podmínky pro získání nového grantu na velkou finanční injekci.
d11_staffalert_hint_PRISONERS02      Není bezpečné, aby vaši dozorci byli v tak velké přesile vězňů, každý dozorce bezpečně zvládne asi 5 vězňů.
d11_staffalert_hint_CONTRABAND03     Prověřte zprávu o kontrabandu, kterou jsem podal, a vyhledejte zdroje kontrabandu za posledních 7 dní a zaveďte opatření k jejich uzavření.
d11_staffalert_hint_CONTRABAND02     Vězni mají snadný přístup k narkotikům, což je velmi nebezpečné. Najměte psovody a nechte je hlídkovat v celách nebo nařiďte celovězeňskou akci Shakedown.
d11_staffalert_hint_CONTRABAND01     Vězni mají snadný přístup k nástrojům a zbraním, což je velmi nebezpečné. Umístěte detektory kovů do blízkosti zdrojů kontrabandu nebo nařiďte Shakedown v celé věznici.
d11_staffalert_hint_NEEDS04          Vězni budou mít časem hlad, ujistěte se, že je v jídelně dostatek místa a na jídlo je vyčleněn dostatek času, aby se všichni mohli najíst.
d11_staffalert_hint_NEEDS03          Vězni potřebují spát, aby byli spokojení. Budou tak činit během přidělených dob spánku nebo během volného času.
d11_staffalert_hint_NEEDS01          Vězni potřebují přístup na toalety, zvažte, zda do věznice přidáte více toalet nebo zvýšíte příděl Volného času.
d11_staffalert_hint_NEEDS02          Vězni potřebují přístup na toalety, zvažte, zda do věznice přidat další toalety nebo zvýšit příděl volného času.
d11_staffalert_hint_NEEDS08          Hygiena je důležitá v každodenním životě, ve vězení je nezbytná. Ujistěte se, že vaši vězni mají dostatek času na to, aby se osprchovali.
d11_staffalert_hint_OBJECTS04        Naši dozorci musí v současné době trávit většinu času otevíráním dveří věznice lidem, na to je jejich čas příliš důležitý! Nainstalujte systém Door Control a jeden dozorce může na dálku otevírat více dveří.
d11_staffalert_hint_ROOMS01          Všechny místnosti mají určité požadavky, které musíte splnit, zvýrazněte místnosti blikajícími červenými ikonami vykřičníků, abyste viděli, které požadavky nesplňujete.
d11_staffalert_hint_INFORMANTS01     Náš informátor zde bez naší ochrany dlouho nevydrží, navrhuji změnit jeho úroveň zabezpečení na "Ochranná vazba" a přesunout ho mimo obecnou populaci.
d11_staffalert_hint_HOLDINGCELL01    Je příliš nebezpečné nechávat tolik vězňů dlouhodobě v celách předběžného zadržení. Musíš co nejdříve postavit další cely, kam je umístíš, jinak by mohli vyvolat vzpouru!
d11_staffalert_hint_NEEDS06          Věznice je velmi špinavá a vězni jsou z toho nešťastní, najdi způsob, jak ji co nejrychleji uklidit, než se rozzlobí.

d11_staffalert_hint_NEEDS13                Všichni vězni chtějí jednu věc. Nebýt ve vězení. To jim sice nemůžeme dát, ale můžeme jim pobyt zpříjemnit dostatkem volného času.
d11_staffalert_hint_NEEDS09                Cvičení udržuje vězně v kondici, zdravé a šťastné. Zajistěte jim snadný přístup k posilovacím lavicím.
d11_staffalert_hint_NEEDS10                Pomozte vězňům rozbít každodenní monotónnost tím, že jim umožníte přístup k rekreačním předmětům, jako jsou kulečníkové stoly, rádia a televize.
d11_staffalert_hint_NEEDS11                Odpočinek je důležitý pro každého, ale ve vězení ho lze jen těžko najít. Když vězňům poskytnete lavičky a pohovky k sezení, pomůže jim to odpočívat.
d11_staffalert_hint_POWER01                Některé předměty musí být připojeny k elektrárně, aby fungovaly, použijte elektrické kabely a připojte k elektrárně všechny předměty, na kterých je ikona blikajícího blesku.
d11_staffalert_hint_WATER01                Aby některé objekty fungovaly, musí být připojeny k vodnímu čerpadlu, použijte vodovodní potrubí k připojení všech objektů, na kterých je blikající ikona kapky vody, k vodnímu čerpadlu.
d11_staffalert_hint_CELLS01                Přijetí většího počtu vězňů nám přináší pěkný bonus v podobě peněz předem a také to znamená, že každý den dostaneme od státu více peněz. Pokud je to možné, měli bychom vždy pracovat na plný výkon!
d11_staffalert_hint_OBJECTS03              Kamery CCTV nám umožňují monitorovat prostory věznice, i když v nich nejsou žádní dozorci. Jeden monitor CCTV umožňuje jednomu dozorci sledovat 8 různých kamer CCTV. Jsou to bezkonkurenční zařízení!
d11_staffalert_hint_OBJECTS01              V současné době nejsme vážně vybaveni na řešení požáru ve věznici. Měli bychom co nejdříve nainstalovat sprinklerový systém.
d11_staffalert_hint_POWER02                Naše elektrárna je vážně přetížená, přidejte k ní více kondenzátorů nebo postavte novou, aby se zátěž rozdělila. Buďte však opatrní, Elektrárny nelze spojovat dohromady!
d11_staffalert_hint_DEATHROW01             Přidat do věznice popraviště je riskantní, protože s popravou je třeba zacházet velmi opatrně, abychom splnili všechny zákonné požadavky... Ale mohli bychom vydělat spoustu peněz, takže to možná za to riziko stojí!
d11_staffalert_hint_STAFF01                Vaši zaměstnanci nemohou pracovat efektivně, pokud jsou vyčerpaní, postavte jim místnost pro zaměstnance, aby si mohli odpočinout, nebo najměte další zaměstnance jako zálohu, abyste jim ulehčili.
d11_staffalert_hint_NEEDS12                Někdy vězni prostě potřebují trochu času o samotě, nicméně "to ne ty, to já" nebývá ve věznicích příliš dobře přijato. Zajistěte, aby vězni měli přístup do vlastní cely.
d11_staffalert_hint_NEEDS19                Čtenář žije tisíc životů, než zemře, člověk, který nikdy nečte, žije jen jeden. Umožněte svým vězňům "únik" do dobré knihy tím, že jim umožníte přístup do knihovny.
d11_staffalert_hint_NEEDS05                Vězni se mohou rozzlobit, pokud jim není umožněna komunikace s rodinou. Postavte návštěvní místnost, poštovní místnost nebo telefonní budky, abyste zadrželi vězeňské blues.
d11_staffalert_hint_NEEDS07                Pokud je úroveň nebezpečí ve vaší věznici příliš vysoká, mnoho vězňů se začne cítit nejistě a vystrašeně. Snižte úroveň nebezpečí tím, že budete vycházet vstříc dalším potřebám vězňů.
d11_staffalert_hint_NEEDS15                Někteří vězni přicházejí do věznice s drogovými návyky. Pokud se nemohou zbavit své závislosti, začnou být vzteklí nebo mohou začít obchodovat s kontrabandem, aby se dostali ke své závislosti. Využijte nápravné programy, které jim pomohou se zotavit.
d11_staffalert_hint_NEEDS16                Někteří vězni vstupují do věznice se závislostí na alkoholu. Pokud se nemohou zbavit své závislosti, začnou se zlobit nebo mohou začít obchodovat s kontrabandem, aby si obstarali svou dávku. Využijte nápravné programy, které jim pomohou se zotavit.
d11_staffalert_hint_NEEDS18                Účast na programech duchovního vedení bude mít na vaše vězně uklidňující účinek, budou tento klid šířit i mezi ostatní vězně.
d11_staffalert_hint_PRISONERS03            Všichni naši vězni mají na základě svého chování nárok na celu určité úrovně kvality. Zlepšete kvalitu cely pomocí obrazovky Logistika.
d11_staffalert_hint_DOCTOR01               Na ošetřovně nemůžeme nikoho léčit, pokud nenajmeš nějaké lékaře. Lékaři mohou ošetřovnu využívat k ošetření všech zranění, která se stanou zaměstnancům nebo vězňům.
d11_staffalert_hint_OBJECTS02              Odpadkové koše nám umožňují skladovat velké množství odpadu, než je potřeba je vyprázdnit, což znamená mnohem méně cest do prostoru pro odpadky. Přidejte koše do kuchyně a umístěte je v blízkosti detektorů kovů, abyste zvýšili efektivitu.
d11_staffalert_tooltip_MONEY01             Přijměte nový grant [[*X]].
d11_staffalert_tooltip_PRISONERS02         Najměte strážce [[*X]]
d11_staffalert_tooltip_CONTRABAND03        Zobrazení zpravodajské zprávy [[*X]]
d11_staffalert_tooltip_CONTRABAND02        Najmout psovody [[*X]]
d11_staffalert_tooltip_CONTRABAND01        Sestavte detektory kovů [[*X]]
d11_staffalert_tooltip_NEEDS04             Najměte kuchaře [[*X]]
d11_staffalert_tooltip_NEEDS03             Úprava režimu [[*X]]
d11_staffalert_tooltip_NEEDS01             Přidat další toalety [[*X]]
d11_staffalert_tooltip_NEEDS02             Přidat další toalety [[*X]]
d11_staffalert_tooltip_NEEDS08             Úprava režimu [[*X]]
d11_staffalert_tooltip_OBJECTS04           Vybudovat systém kontroly dveří [[*X]]
d11_staffalert_tooltip_ROOMS01             Kontrola požadavků [[*X]]
d11_staffalert_tooltip_INFORMANTS01        Změna na ochrannou vazbu [[*X]]
d11_staffalert_tooltip_HOLDINGCELL01       Vybudování dalších cel [[*X]]
d11_staffalert_tooltip_NEEDS06             Najmout údržbáře [[*X]]
d11_staffalert_tooltip_NEEDS14             Postavit prádelnu [[*X]]
d11_staffalert_tooltip_NEEDS13             Úprava režimu [[*X]]
d11_staffalert_tooltip_NEEDS09             Postavit lavičku na závaží [[*X]]
d11_staffalert_tooltip_NEEDS10             Sestavit rádio [[*X]]
d11_staffalert_tooltip_NEEDS11             Sestavit lavičku [[*X]]
d11_staffalert_tooltip_POWER01             Sestavení elektrických kabelů [[*X]]
d11_staffalert_tooltip_WATER01             Sestavte vodovodní potrubí [[*X]]
d11_staffalert_tooltip_CELLS01             Zvýšení příjmu vězňů [[*X]]
d11_staffalert_tooltip_OBJECTS03           Vybudovat kamery CCTV [[*X]]
d11_staffalert_tooltip_OBJECTS01           Vybudovat postřikovače [[*X]]
d11_staffalert_tooltip_POWER02             Zvýšení napájení [[*X]]
d11_staffalert_tooltip_DEATHROW01a         Postavit řadu smrti [[*X]]
d11_staffalert_tooltip_DEATHROW01b         Výzkum řady smrti [[*X]]
d11_staffalert_tooltip_STAFF01             Postavte místnost pro personál [[*X]]
d11_staffalert_tooltip_NEEDS12             Vytvořit další cely [[*X]]
d11_staffalert_tooltip_NEEDS19             Vybudování knihovny [[*X]]
d11_staffalert_tooltip_NEEDS05             Postavit telefonní budky [[*X]]
d11_staffalert_tooltip_NEEDS07             Zobrazení potřeb vězňů [[*X]]
d11_staffalert_tooltip_NEEDS15             Zahájení farmakologické terapie [[*X]]
d11_staffalert_tooltip_NEEDS16             Zahájení skupinové terapie alkoholiků [[*X]]
d11_staffalert_tooltip_NEEDS18             Zahájení programu duchovního vedení [[*X]].
d11_staffalert_tooltip_PRISONERS03         Zlepšit cely [[*X]]
d11_staffalert_tooltip_DOCTOR01            Najměte lékaře [[*X]]
d11_staffalert_tooltip_OBJECTS02           Sestavte zásobníky [[*X]]
d11_staffalert_summary_MONEY01             Dochází nám hotovost.
d11_staffalert_summary_PRISONERS02         Měli bychom najmout více stráží.
d11_staffalert_summary_CONTRABAND03        Ve věznici je vysoké množství kontrabandu.
d11_staffalert_summary_CONTRABAND02        Příliš mnoho vězňů má přístup k omamným látkám.
d11_staffalert_summary_CONTRABAND01        Příliš mnoho vězňů má přístup k nástrojům a zbraním.
d11_staffalert_summary_NEEDS04             Vaši vězni hladoví.
d11_staffalert_summary_NEEDS03             Naši vězni vypadají vždy velmi unaveně.
d11_staffalert_summary_NEEDS01             Měli bychom postavit další toalety.
d11_staffalert_summary_NEEDS02             Měli bychom postavit další toalety.
d11_staffalert_summary_NEEDS08             Ach, naši vězni vypadají trochu neupraveně.
d11_staffalert_summary_OBJECTS04           Měli bychom zvýšit účinnost instalací Ovládání dveří.
d11_staffalert_summary_ROOMS01             Některé z vašich místností jsou neplatné.
d11_staffalert_summary_INFORMANTS01        Vězni jsou velmi podezřívaví vůči jednomu z našich informátorů.
d11_staffalert_summary_HOLDINGCELL01       V našich celách je příliš mnoho vězňů.
d11_staffalert_summary_NEEDS06             Věznice potřebuje úklid.
d11_staffalert_summary_NEEDS14             Hmm, oblečení našich vězňů vypadá poněkud... ošuntěle.
d11_staffalert_summary_NEEDS13             Naši vězni chtějí více volného času.
d11_staffalert_summary_NEEDS09             Naši vězni jsou trochu neschopní.
d11_staffalert_summary_NEEDS10             Naši vězni se trochu nudí.
d11_staffalert_summary_NEEDS11             Vězni si stěžují na nedostatek míst ve volném čase.
d11_staffalert_summary_POWER01             Některé části věznice jsou bez proudu.
d11_staffalert_summary_WATER01             Některé části věznice jsou bez vody.
d11_staffalert_summary_CELLS01             Máme prostor pro přijetí dalších vězňů.
d11_staffalert_summary_OBJECTS03           Potřebujeme nainstalovat průmyslové kamery.
d11_staffalert_summary_OBJECTS01           Jsme ohroženi, pokud vypukne požár.
d11_staffalert_summary_POWER02             Vaše elektrárna je přetížená.
d11_staffalert_summary_DEATHROW01          Mohli bychom vydělat nějaké peníze navíc, kdybychom do věznice přidali celu smrti.
d11_staffalert_summary_STAFF01             Váš personál začíná být vyčerpaný.
d11_staffalert_summary_NEEDS12             Naši vězni chtějí trochu soukromí.
d11_staffalert_summary_NEEDS19             Příliš mnoho vězňů nemá základní gramotnost.
d11_staffalert_summary_NEEDS05             Našim vězňům chybí jejich rodiny.
d11_staffalert_summary_NEEDS07             Naši vězni se necítí bezpečně.
d11_staffalert_summary_NEEDS15             Ach ano, zdá se, že mnoho našich vězňů má problém s drogami.
d11_staffalert_summary_NEEDS16             Zdá se, že mnoho našich vězňů má problém s alkoholem.
d11_staffalert_summary_NEEDS18             Hodně našich vězňů hledá duchovní vedení.
d11_staffalert_summary_PRISONERS03         Celková kvalita našich cel je příliš nízká.
d11_staffalert_summary_DOCTOR01            Měli bychom zaměstnat lékaře, kteří by pracovali na naší ošetřovně.
d11_staffalert_summary_OBJECTS02           Potřebujeme koupit nějaké koše.
d11_staffalert_urgentsummary_MONEY01       Opravdu nám dochází hotovost!
d11_staffalert_urgentsummary_PRISONERS02   Naše stráže jsou v přesile, je třeba najmout více stráží!
d11_staffalert_urgentsummary_CONTRABAND03  Množství kontrabandu ve věznici se vymklo kontrole!
d11_staffalert_urgentsummary_CONTRABAND02  Dostupnost narkotik ve vaší věznici je nebezpečná!
d11_staffalert_urgentsummary_CONTRABAND01  Dostupnost nástrojů a zbraní ve vaší věznici je nebezpečná!
d11_staffalert_urgentsummary_NEEDS04       Položte sušenku! Naši vězni hladoví!
d11_staffalert_urgentsummary_NEEDS03       Hej! Vstaň! Vaši vězni se potřebují vyspat!
d11_staffalert_urgentsummary_NEEDS01       Vážně! Nedělám si legraci. Postavte víc záchodů!
d11_staffalert_urgentsummary_NEEDS02       Vážně! Nedělám si legraci. Postavte více záchodů!
d11_staffalert_urgentsummary_NEEDS08       Fuj, naši vězni jsou špinaví.
d11_staffalert_urgentsummary_OBJECTS04     Je načase zvýšit efektivitu a nainstalovat systém kontroly dveří!
d11_staffalert_urgentsummary_ROOMS01       Některé pokoje jsou stále neplatné!
d11_staffalert_urgentsummary_INFORMANTS01  Jeden z našich informátorů bude brzy odhalen, jeho život je v ohrožení!
d11_staffalert_urgentsummary_HOLDINGCELL01 Musíme snížit počet vězňů v našich zadržovacích celách!
d11_staffalert_urgentsummary_NEEDS06       Juk! Naše vězení je nechutné.
d11_staffalert_urgentsummary_NEEDS14       Proboha! Máme vězení plné otrhanců!
d11_staffalert_urgentsummary_NEEDS13       Nejsou to žádní trubci, víš, že potřebují Volný čas, aby se udrželi!
d11_staffalert_urgentsummary_NEEDS09       Ach bože, naši vězni jsou velmi nezdraví.
d11_staffalert_urgentsummary_NEEDS10       Naši vězni jsou znudění k smrti!
d11_staffalert_urgentsummary_NEEDS11       Ale no tak, chtějí si jen někde sednout.
d11_staffalert_urgentsummary_POWER01       Některé části věznice jsou stále bez proudu!
d11_staffalert_urgentsummary_WATER01       Některé oblasti věznice jsou stále bez vody!
d11_staffalert_urgentsummary_CELLS01       Máme spoustu volných míst, abychom mohli přijmout další vězně!
d11_staffalert_urgentsummary_OBJECTS03     Opravdu potřebujeme nainstalovat více průmyslových kamer!
d11_staffalert_urgentsummary_OBJECTS01     Jsme vážně ohroženi, pokud vypukne požár!
d11_staffalert_urgentsummary_POWER02       Vaše elektrárna je vážně přetížená!
d11_staffalert_urgentsummary_DEATHROW01    Mohli bychom rychle vydělat spoustu peněz, kdybychom k věznici přidali věznici smrti.
d11_staffalert_urgentsummary_STAFF01       Vaši zaměstnanci jsou vyčerpaní, musíte jim pomoci!
d11_staffalert_urgentsummary_NEEDS12       Naši vězni začínají být naštvaní, to byste je neměli rádi, když jsou naštvaní.
d11_staffalert_urgentsummary_NEEDS19       Měli bychom udělat místnost pro vězně, kteří neumějí dobře číst.
d11_staffalert_urgentsummary_NEEDS05       Mějte srdce... musíte našim vězňům umožnit kontakt s jejich rodinami!
d11_staffalert_urgentsummary_NEEDS07       Naši vězni se tu necítí bezpečně. Prosím, udělejte něco.
d11_staffalert_urgentsummary_NEEDS15       Příliš mnoho našich vězňů je závislých na drogách. Musíme něco udělat!
d11_staffalert_urgentsummary_NEEDS16       Naši vězni mají vážný problém s alkoholem!
d11_staffalert_urgentsummary_NEEDS18       Naši vězni se dožadují duchovního vedení.
d11_staffalert_urgentsummary_PRISONERS03   Je třeba co nejdříve zlepšit celkovou kvalitu našich cel!
d11_staffalert_urgentsummary_DOCTOR01      Potřebujeme přijmout lékaře, kteří by pracovali na naší ošetřovně!
d11_staffalert_urgentsummary_OBJECTS02     Nutně potřebujeme nakoupit nějaké koše!

d11_contraband_found_produced				Vyrobeno ve vězení

#GM Staff Alerts
d11_staffalert_summary_BasicFarming01    Zemědělské místnosti umožňují pěstovat zeleninu, ovocné stromy a obiloviny, které lze prodávat na vývoz nebo používat pro stravování vězňů.
d11_staffalert_summary_BasicFarming02    Farmář bude vykonávat všechny práce související se zemědělstvím, je také povinen učit vězně, jak tyto práce také vykonávat.
d11_staffalert_summary_BasicFarming03    Na rozdíl od jiných plodin budou ovocné stromy plodit nepřetržitě, a proto nebude třeba stromy po každé sklizni vyměňovat.
d11_staffalert_summary_AdvancedFarming01 Zeleninové a obilné plodiny budou ve výchozím nastavení po každé sklizni automaticky znovu nakoupeny a zasazeny.
d11_staffalert_summary_AdvancedFarming02 Distribuce plodin poskytuje kontrolu nad tím, kam budou vězením vypěstované ingredience po sklizni přemístěny.
d11_staffalert_summary_AdvancedFarming03 Hnojivo lze aplikovat na jakoukoli oblast v rámci zemědělských místností, jeho přidání zlepší růst plodin.
d11_staffalert_summary_GreenEnergy01     Všechny zdroje zelené energie musí být před využitím jejich energie připojeny k transformátoru.
d11_staffalert_summary_GreenEnergy02     Objekty Transformátoru jsou potřeba jak pro využívání zelené energie, tak pro nabíjení baterií.
d11_staffalert_summary_GreenEnergy03     Měřiče exportu energie slouží k odesílání nevyužité energie zpět do regionální sítě za účelem finanční návratnosti.

d11_staffalert_title_BasicFarming01    Zemědělský systém
d11_staffalert_title_BasicFarming02    Farmáři
d11_staffalert_title_BasicFarming03    Ovocné stromy
d11_staffalert_title_AdvancedFarming01 Automatická výsadba plodin
d11_staffalert_title_AdvancedFarming02 Rozdělení plodin
d11_staffalert_title_AdvancedFarming03 Systém hnojení
d11_staffalert_title_GreenEnergy01     Výroba zelené energie
d11_staffalert_title_GreenEnergy02     Transformace zelené energie
d11_staffalert_title_GreenEnergy03     Export uskladněné energie

d11_staffalert_details_BasicFarming01    Každá zemědělská místnost musí být venku a musí v ní být umístěn objekt kůlny.
d11_staffalert_details_BasicFarming02    Farmáři budou pracovat jako učitelé pro vězně v rámci vzdělávacího programu Zemědělství.
d11_staffalert_details_BasicFarming03    Přestože jsou ovocné stromy drahé a mají dlouhou dobu růstu, mají mnohem vyšší výnosy než jakýkoli jiný typ plodiny.
d11_staffalert_details_AdvancedFarming01 Možnost Automatická výsadba lze zapnout nebo vypnout prostřednictvím nabídky Zásady.
d11_staffalert_details_AdvancedFarming02 Po odemčení lze tuto možnost nalézt v nabídce Logistika.
d11_staffalert_details_AdvancedFarming03 Výzkumem "Zemědělství" se odemkne kompostér a 2 typy hnojiv.
d11_staffalert_details_GreenEnergy01     Zelená energie musí proudit směrem podle šipek zobrazených na obou stranách transformátoru.
d11_staffalert_details_GreenEnergy02     Podobně jako u Kondenzátorů a Elektráren lze objekty Baterie umístit pouze v sousedství Transformátoru.
d11_staffalert_details_GreenEnergy03     Aby měřiče exportu energie správně fungovaly, musí být připojeny k Transformátoru s připojenými Bateriemi.

d11_staffalert_hint_BasicFarming01       Na rozdíl od zeleniny a ovoce lze obiloviny prodávat pouze jako export.
d11_staffalert_hint_BasicFarming02       Farmáři budou v rámci svých zemědělských oblastí vykonávat také všechny zahradnické práce.
d11_staffalert_hint_BasicFarming03       Ovocné stromy poskytují nejefektivnější zásobování potravinami, pokud jsou pěstovány ve velkém množství.
d11_staffalert_hint_AdvancedFarming01    Toto chování odpovídá chování Lesnictví.
d11_staffalert_hint_AdvancedFarming02    Místnosti související s pěstováním, využíváním nebo skladováním potravin mohou být vzájemně propojeny, což umožňuje mikromanagement nad distribucí ingrediencí.
d11_staffalert_hint_AdvancedFarming03    Kompostárna zdarma přemění potraviny a rostlinný odpad spolu s dalšími látkami na kompostové hnojivo.
d11_staffalert_hint_GreenEnergy01        Pokud je surová zelená energie přímo napojena na jakýkoli spotřebič, způsobí výpadek proudu.
d11_staffalert_hint_GreenEnergy02        Baterie uloží veškerou nevyužitou energii pro nouzové použití nebo pro Export energie.
d11_staffalert_hint_GreenEnergy03        Baterie lze nabíjet z jakéhokoli zdroje energie připojeného k transformátoru, dokonce i z elektráren.

d11_staffalert_tooltip_BasicFarming01    Otevřít místnost [[*X]]
d11_staffalert_tooltip_BasicFarming02    Otevřít pronájem zaměstnanců [[*X]]
d11_staffalert_tooltip_BasicFarming03    Otevřít objekty [[*X]]
d11_staffalert_tooltip_AdvancedFarming01 Otevřít politiky [[*X]]
d11_staffalert_tooltip_AdvancedFarming02 Otevřít logistiku [[*X]]
d11_staffalert_tooltip_AdvancedFarming03 Otevřít objekty [[*X]]
d11_staffalert_tooltip_GreenEnergy01     Otevřít Komunální služby/elektřina [[*X]]
d11_staffalert_tooltip_GreenEnergy02     Otevřít Komunální služby/elektřina [[*X]]
d11_staffalert_tooltip_GreenEnergy03     Otevřít elektroinstalace [[*X]]

# =============================================================================
# Targets
# =============================================================================

objective_target_SolarPanels                   Cíl 1 v oblasti zelené energie
objective_target_SolarPanels_description       Odemkněte položku Větrná turbína.
objective_target_SolarPanels_task              Zakoupit [3] solární panely.
objective_target_SolarPanels_reward            Cíl Zelená energie 1 splněn.
objective_target_SolarPanels_reward_text       Odemknuta větrná turbína

objective_target_WindTurbine                   Cíl 2 v oblasti zelené energie
objective_target_WindTurbine_description       Odemkněte položku Hybridní solární/větrná turbína.
objective_target_WindTurbine_task              Zakoupit [3] větrné turbíny.
objective_target_WindTurbine_reward            Cíl 2 v oblasti zelené energie splněn.
objective_target_WindTurbine_reward_text       Solární/větrný hybrid odemčen.

objective_target_ExportPower1                  Cíl 3 v oblasti zelené energie
objective_target_ExportPower1_description      Zvýšení limitu pro export energie na 1000 jednotek.
objective_target_ExportPower1_task             Export 1000 jednotek energie.
objective_target_ExportPower1_reward           Cíl 3 v oblasti zelené energie Splněno.
objective_target_ExportPower1_reward_text      Zvýšení limitu vývozu energie na 1000 jednotek.

objective_target_ExportPower2                  Cíl 4 v oblasti zelené energie
objective_target_ExportPower2_description      Zvýšení limitu vývozu energie na 2500 jednotek.
objective_target_ExportPower2_task             Vývoz 2500 jednotek energie.
objective_target_ExportPower2_reward           Cíl 4 v oblasti zelené energie Splněno.
objective_target_ExportPower2_reward_text      Zvýšení limitu vývozu energie na 2500 jednotek.

objective_target_ExportPower3                  Cíl 5 v oblasti zelené energie
objective_target_ExportPower3_description      Zvýšení limitu vývozu elektrické energie na 5000 jednotek.
objective_target_ExportPower3_task             Vývoz 5000 jednotek energie.
objective_target_ExportPower3_reward           Cíl 5 v oblasti zelené energie Splněno.
objective_target_ExportPower3_reward_text      Zvýšení limitu vývozu energie na 5000 jednotek.

objective_target_PassReform                    Cíl 6 v oblasti zelené energie
objective_target_PassReform_description        Procentní bonus k reformním sazbám za dokončení programu bude zvýšen (v současné době činí 25 %).
objective_target_PassReform_task               Mít [25] vězňů, kteří úspěšně absolvují program rozvoje solárních panelů.
objective_target_PassReform_reward             Cíl 6 Zelená energie splněn.
objective_target_PassReform_reward_text        Zvýšení percentilového bonusu k míře nápravy za absolvování programu Vývoj solárních panelů.

objective_target_GreenEnergySource             Cíl 7 v oblasti zelené energie
objective_target_GreenEnergySource_description Negativní účinky počasí se snižují na polovinu a pozitivní účinky se zdvojnásobují.
objective_target_GreenEnergySource_task        Nákup [10] solárních panelů.
objective_target_GreenEnergySource_task_1      Nákup [10] větrných turbín.
objective_target_GreenEnergySource_task_2      Nákup [10] solárních/větrných hybridů.
objective_target_GreenEnergySource_reward      Cíl 7 v oblasti zelené energie Splněno.
objective_target_GreenEnergySource_reward_text Negativní účinky počasí se sníží na polovinu a pozitivní účinky se zdvojnásobí.

objective_target_PowerStation              Cíl 8 v oblasti zelené energie
objective_target_PowerStation_description  Do věznice je bezplatně dodán 1 zdroj zelené energie každého typu.
objective_target_PowerStation_task         Hráč nesmí použít elektrárnu po dobu [10] dní ve hře (za přítomnosti vězňů).
objective_target_PowerStation_reward       Cíl 8 v oblasti zelené energie splněn.
objective_target_PowerStation_reward_text  Do vězení bude zdarma dodán 1 zdroj zelené energie každého typu.

objective_target_ChargeBattery             Cíl 9 v oblasti zelené energie
objective_target_ChargeBattery_description Výkon všech zelených zdrojů energie bude zvýšen o faktor [2].
objective_target_ChargeBattery_task        Plně nabít [100] baterií.
objective_target_ChargeBattery_reward      Cíl 9 v oblasti zelené energie splněn.
objective_target_ChargeBattery_reward_text Výkon všech zelených zdrojů energie byl zvýšen o faktor [2].

interface_title_targets                    Cíle zelené energie

report_target_rewards                      [Odměny]
report_target_progress                     [Pokrok]

grant_category_WeatherSystem               Počasí:
grant_property_Active                      Zapnuto

GrantHeaderButton_0                        Granty
GrantHeaderButton_0_description            Přijímá a plní granty související s vězením a získává za to peněžní odměny.
GrantHeaderButton_1                        Cíle zelené energie
GrantHeaderButton_1_description            Splňte konkrétní cíle týkající se zelené energie a získejte různé odměny.

# =============================================================================
# New Objectives 
# =============================================================================

objective_HelpBasicFarming                     Základní zemědělství
objective_HelpBasicFarming_child_1             Zemědělské místnosti
objective_HelpBasicFarming_child_1_Description S farmařením jsou spojeny 4 nové místnosti: Zeleninový příděl, Zemědělské pole, Ovocný sad a Spižírna. \n\nPrvní tři místnosti jsou potřebné pro pěstování zeleniny, obilovin a ovocných stromů, zatímco místnost Spižírna je chladírna pro sklizené plodiny. \n\nKaždá ze 3 hlavních zemědělských místností musí být umístěna venku a bude vyžadovat objekt kůlny, která slouží jako zdroj vody pro ruční zalévání plodin a jako skladiště semen a podobných předmětů.
objective_HelpBasicFarming_child_2             Výsadba plodin
objective_HelpBasicFarming_child_2_Description Aby bylo možné pěstovat plodiny, je třeba nejprve vytvořit zemědělské místnosti a najmout farmáře, kteří budou spravovat práce související s těmito plodinami. \n\nPlodiny lze pěstovat pouze v konkrétních místnostech a mohou růst pouze na následujících typech podlah: Pěstovat lze pouze na půdách typu "hlína", "bláto", "tráva", "travnatý kout" nebo "květinové pole". \n\nPo prvním cyklu růstu a sklizně lze nahrazení těchto plodin automatizovat pomocí zásady "Průběžná výsadba" \n\nPokud chcete tyto plodiny nahradit jiným typem, ujistěte se, že je tato zásada vypnutá.
objective_HelpBasicFarming_child_3             Vlastnosti plodin
objective_HelpBasicFarming_child_3_Description Každý ze 3 hlavních typů plodin má jiné vlastnosti, obiloviny i zelenina mají pouze jeden výnos a musí být po každé sklizni znovu zasazeny, ale ovocné stromy dávají plody nepřetržitě \n\nVšechny 3 typy plodin lze prodat jako export, ale pouze ovoce a zeleninu lze použít k jídlu.
objective_HelpBasicFarming_child_4             Výhody plodin
objective_HelpBasicFarming_child_4_Description Hlavní výhodou používání vězeňských surovin místo standardních surovin, které se obvykle dodávají, jsou účinky, které mají při konzumaci. \n\nVězni, kteří snědí čerstvé přísady, získají vyšší účinek na svou potřebu hladu, zatímco ostatní potřeby také získají menší zvýšení \n\nVězni, kteří snědí celý kurz čerstvých přísad, mají také šanci získat nový status "Zdravý", který má podobný účinek jako vězni, kteří absolvují sezení s alkoholem a drogami.
